fitting_set,model,timeseries_id,rmse,r2,n,percent_na
allsites,NaiveMAPCorrected,26,0.22679609909162965,-0.5117080068660382,4380,0.6860730593607306
allsites,NaiveMAPCorrected,27,0.21995360060270666,-0.47242339254711885,4380,0.6860730593607306
allsites,NaiveMAPCorrected,28,0.04005318256916018,0.4303967266874632,4380,0.5732876712328767
allsites,NaiveMAPCorrected,30,0.0640756736922694,0.0534262891087014,4380,0.5732876712328767
allsites,NaiveMAPCorrected,31,0.10897180264883045,-0.04313683805866786,4380,0.5472602739726027
allsites,NaiveMAPCorrected,33,0.053090861826515644,0.16666047704783138,4380,0.5876712328767123
allsites,NaiveMAPCorrected,34,0.12134676776007351,-0.686645735155957,4380,0.7981735159817351
allsites,NaiveMAPCorrected,35,0.07118485801863321,-0.11012182424848582,4380,0.576027397260274
allsites,NaiveMAPCorrected,36,0.1656274329902565,0.15607545227027908,4380,0.4730593607305936
allsites,NaiveMAPCorrected,37,0.09377570003499129,0.12474441953844961,4380,0.4166666666666667
allsites,NaiveMAPCorrected,38,0.15829336150737444,0.10015586474678129,4380,0.5952054794520548
allsites,NaiveMAPCorrected,39,0.1479454206394276,0.03085003770780448,4380,0.6908675799086758
allsites,NaiveMAPCorrected,40,0.13158066023536297,-0.012585772977741438,4380,0.6908675799086758
allsites,NaiveMAPCorrected,41,0.12869308178870267,-0.011166709306091649,4380,0.6908675799086758
allsites,NaiveMAPCorrected,42,0.13291143097207345,0.0984027455442088,4380,0.6908675799086758
allsites,NaiveMAPCorrected,43,0.15293044054225313,0.045930509214157755,4380,0.6908675799086758
allsites,NaiveMAPCorrected,44,0.056616278508683233,0.40673994449974626,4380,0.43881278538812785
allsites,NaiveMAPCorrected,45,0.0907898120803034,0.06505880482806337,4380,0.4463470319634703
allsites,NaiveMAPCorrected,46,0.16225557788338926,0.07323655654483419,4380,0.4166666666666667
allsites,NaiveMAPCorrected,47,0.08315674387038596,0.22720761313983906,4380,0.4166666666666667
allsites,NaiveMAPCorrected,48,0.0440275237569745,0.36323230619595215,4380,0.6792237442922374
allsites,NaiveMAPCorrected,49,0.08650016304683228,0.3624237944791965,4380,0.7052511415525115
allsites,NaiveMAPCorrected,50,0.08557704693709162,0.3214915649913851,4380,0.7550228310502283
allsites,NaiveMAPCorrected,51,0.20404199798136208,-0.18779523376951013,4380,0.7687214611872146
allsites,NaiveMAPCorrected,52,0.18053698340781196,-0.13063624785188144,4380,0.45730593607305936
allsites,NaiveMAPCorrected,53,0.14773225003597557,0.28741244058128645,4380,0.7735159817351598
allsites,NaiveMAPCorrected,54,0.14278308224104624,0.30873998465660135,4380,0.7735159817351598
allsites,NaiveMAPCorrected,55,0.1431995945899257,0.30223725736866613,4380,0.7735159817351598
allsites,NaiveMAPCorrected,56,0.15977154400570384,0.01985684382726638,4380,0.7742009132420091
allsites,NaiveMAPCorrected,57,0.11545995492147362,-0.3161044524866792,4380,0.4166666666666667
allsites,NaiveMAPCorrected,58,0.1694760751576001,0.04531944061032134,4380,0.6566210045662101
allsites,NaiveMAPCorrected,59,0.13552000224562288,-0.20577805326889664,4380,0.6970319634703196
allsites,NaiveMAPCorrected,60,0.11429073258849776,0.6383938813556816,4380,0.8091324200913242
allsites,NaiveMAPCorrected,61,0.16399555583762115,-0.21054349523256244,4380,0.7584474885844749
allsites,NaiveMAPCorrected,62,0.14132190572938205,0.18330816960038931,4380,0.8255707762557077
allsites,NaiveMAPCorrected,63,0.10071822957005203,0.25902843738347314,4380,0.8098173515981735
allsites,NaiveMAPCorrected,64,0.10289741481856055,0.3942130072795256,4380,0.8098173515981735
allsites,NaiveMAPCorrected,65,0.068915286432148,0.4174403651191798,4380,0.7707762557077625
allsites,NaiveMAPCorrected,66,0.0751164972484069,0.20839617613335815,4380,0.8098173515981735
allsites,NaiveMAPCorrected,67,0.14858002514384305,0.046766755346411726,4380,0.8262557077625571
allsites,NaiveMAPCorrected,68,0.11207194135370015,-3.216619871717345,4380,0.8255707762557077
allsites,NaiveMAPCorrected,69,0.04702481596228342,0.21339530153965847,4380,0.8255707762557077
allsites,NaiveMAPCorrected,70,0.09899689886395283,-0.1972134229770841,4380,0.8255707762557077
allsites,NaiveMAPCorrected,71,0.08748882394785389,-0.39036872965982794,4380,0.8098173515981735
allsites,NaiveMAPCorrected,73,0.1259844050996462,-0.44283524290220067,4380,0.8098173515981735
allsites,NaiveMAPCorrected,74,0.11889270016458293,0.35038752573491705,4380,0.6123287671232877
allsites,NaiveMAPCorrected,76,0.13516127333877895,0.17577102797200927,4380,0.7148401826484019
allsites,NaiveMAPCorrected,77,0.042892025751411406,0.15074407908189857,4380,0.6335616438356164
allsites,NaiveMAPCorrected,78,0.046870488451308936,0.1910270780462967,4380,0.6315068493150685
allsites,NaiveMAPCorrected,79,0.2164521503096599,-0.341583995270742,4380,0.5255707762557078
allsites,NaiveMAPCorrected,80,0.22231687907914874,-0.1805318685242414,4380,0.7296803652968037
allsites,NaiveMAPCorrected,81,0.15409539820408746,-0.24209634857137785,4380,0.4271689497716895
allsites,NaiveMAPCorrected,92,0.12100039263817994,0.23741733434839574,4380,0.6997716894977168
allsites,NaiveMAPCorrected,95,0.1932373042959456,0.11635771584825783,4380,0.7059360730593607
allsites,NaiveMAPCorrected,96,0.21034237116641094,-0.36567278431665695,4380,0.7481735159817352
allsites,NaiveMAPCorrected,97,0.0581888907117212,0.35975975217652545,4380,0.4166666666666667
allsites,NaiveMAPCorrected,98,0.058532934836679436,0.3701295347350346,4380,0.4166666666666667
allsites,NaiveMAPCorrected,99,0.10610195136595055,0.10599627263664224,4380,0.4166666666666667
allsites,NaiveMAPCorrected,100,0.1935678923640708,-0.8321523104366906,4380,0.4237442922374429
allsites,NaiveMAPCorrected,101,0.1435019390361222,-1.2291520764090955,4380,0.541095890410959
allsites,NaiveMAPCorrected,103,0.1672835706509298,0.0794543144736024,4380,0.4166666666666667
allsites,NaiveMAPCorrected,104,0.20306935713270727,0.03721562663900668,4380,0.45228310502283103
allsites,NaiveMAPCorrected,105,0.1827351312096654,0.06665813741078452,4380,0.4166666666666667
allsites,NaiveMAPCorrected,106,0.19094195522802232,0.08167591507825966,4380,0.4166666666666667
allsites,NaiveMAPCorrected,107,0.14741830323264205,0.22414489245570635,4380,0.7038812785388128
allsites,NaiveMAPCorrected,108,0.17932119323902684,0.09673354366824594,4380,0.4963470319634703
allsites,NaiveMAPCorrected,109,0.08754581257271485,0.4770199308252532,4380,0.4166666666666667
allsites,PhenoGrass,1,0.2113371071200609,0.09038992440003646,4380,0.693607305936073
allsites,PhenoGrass,2,0.12669682005063507,0.7130783883598515,4380,0.8029680365296804
allsites,PhenoGrass,3,0.1540589388346814,0.35770700676347567,4380,0.7605022831050229
allsites,PhenoGrass,4,0.15542658371308837,0.4477987257186936,4380,0.7598173515981735
allsites,PhenoGrass,5,0.15037175690415974,0.5141225853197211,4380,0.7605022831050229
allsites,PhenoGrass,6,0.19475983555408163,0.20181500097955107,4380,0.7591324200913242
allsites,PhenoGrass,7,0.14314143732169904,0.575379856490712,4380,0.708675799086758
allsites,PhenoGrass,9,0.13006432044103225,0.7383180917342937,4380,0.5529680365296804
allsites,PhenoGrass,10,0.1785529967331199,-1.2428964312966753,4380,0.46141552511415523
allsites,PhenoGrass,11,0.08828469343396725,0.7084242994919945,4380,0.4166666666666667
allsites,PhenoGrass,12,0.10563334856874938,0.3001740401877897,4380,0.7611872146118721
allsites,PhenoGrass,13,0.10344358000622463,0.33874864142064476,4380,0.7611872146118721
allsites,PhenoGrass,14,0.11213941395294034,0.19872970487022523,4380,0.7577625570776255
allsites,PhenoGrass,15,0.08881958088445052,0.5780832312053135,4380,0.6908675799086758
allsites,PhenoGrass,17,0.08951026551054221,0.707192675677159,4380,0.4166666666666667
allsites,PhenoGrass,18,0.22425168345860805,-1.1412944344890512,4380,0.4166666666666667
allsites,PhenoGrass,20,0.22756426808019878,-0.9968704335228984,4380,0.7073059360730594
allsites,PhenoGrass,21,0.09930549981852735,0.7603279750169476,4380,0.693607305936073
allsites,PhenoGrass,22,0.13942902992245873,0.7053388165179411,4380,0.7168949771689498
allsites,PhenoGrass,23,0.1693279695102656,0.4897352013551688,4380,0.7168949771689498
allsites,PhenoGrass,24,0.1339780340867318,0.6107142949540187,4380,0.7666666666666667
allsites,PhenoGrass,25,0.18976264716486083,0.3382357465181477,4380,0.70662100456621
allsites,PhenoGrass,26,0.21040488727715598,0.21764069951889653,4380,0.6860730593607306
allsites,PhenoGrass,27,0.2176487768266781,0.1330763135553541,4380,0.6860730593607306
allsites,PhenoGrass,28,0.07160013677476088,0.4593427647875622,4380,0.5732876712328767
allsites,PhenoGrass,30,0.09078874595554413,0.4355467075305033,4380,0.5732876712328767
allsites,PhenoGrass,31,0.16218960952612377,-0.08685804996975488,4380,0.5472602739726027
allsites,PhenoGrass,33,0.08629657553677197,0.27256967035439295,4380,0.5876712328767123
allsites,PhenoGrass,34,0.18106601436010064,-0.11541692557778838,4380,0.7981735159817351
allsites,PhenoGrass,35,0.0979599707472045,0.3084060238359748,4380,0.576027397260274
allsites,PhenoGrass,36,0.10775281151818188,0.8001406836057486,4380,0.4730593607305936
allsites,PhenoGrass,37,0.18033212239094532,-0.3800616233025622,4380,0.4166666666666667
allsites,PhenoGrass,38,0.17357873573611213,0.40943771985042965,4380,0.5952054794520548
allsites,PhenoGrass,39,0.1685604357135299,0.3133585828673079,4380,0.6908675799086758
allsites,PhenoGrass,40,0.1634460799938828,0.1472386800346398,4380,0.6908675799086758
allsites,PhenoGrass,41,0.14215987265888677,0.3265626667553141,4380,0.6908675799086758
allsites,PhenoGrass,42,0.12990761771336423,0.5299025165390336,4380,0.6908675799086758
allsites,PhenoGrass,43,0.12256358492979678,0.6655387442777259,4380,0.6908675799086758
allsites,PhenoGrass,44,0.08628071324836327,0.5072635644575308,4380,0.43881278538812785
allsites,PhenoGrass,45,0.09898852903726989,0.6025298146626048,4380,0.4463470319634703
allsites,PhenoGrass,46,0.13789117007802634,0.6348329839037006,4380,0.4166666666666667
allsites,PhenoGrass,47,0.08443453832631204,0.7171731313538277,4380,0.4166666666666667
allsites,PhenoGrass,48,0.07881267453990531,0.30782778351105466,4380,0.6792237442922374
allsites,PhenoGrass,49,0.12371510923634359,0.4905748496697513,4380,0.7052511415525115
allsites,PhenoGrass,50,0.13466917581615698,0.3430144215669658,4380,0.7550228310502283
allsites,PhenoGrass,51,0.1767916469048536,0.4620749914959791,4380,0.7687214611872146
allsites,PhenoGrass,52,0.14628793314172342,0.5979066331905794,4380,0.45730593607305936
allsites,PhenoGrass,53,0.16738263568317616,0.5454447128569674,4380,0.7735159817351598
allsites,PhenoGrass,54,0.16695427894344234,0.5303640462756745,4380,0.7735159817351598
allsites,PhenoGrass,55,0.1689605306030602,0.5156897398596454,4380,0.7735159817351598
allsites,PhenoGrass,56,0.14944756439585805,0.5750606299748829,4380,0.7742009132420091
allsites,PhenoGrass,57,0.09036257459166298,0.6935964525552368,4380,0.4166666666666667
allsites,PhenoGrass,58,0.1434111967183046,0.6616428250306744,4380,0.6566210045662101
allsites,PhenoGrass,59,0.0826424424808539,0.8104162433254534,4380,0.6970319634703196
allsites,PhenoGrass,60,0.10743468062399623,0.8051528587823544,4380,0.8091324200913242
allsites,PhenoGrass,61,0.2322642158623018,-0.30612689336214527,4380,0.7584474885844749
allsites,PhenoGrass,62,0.12377096188251485,0.6630377146531392,4380,0.8255707762557077
allsites,PhenoGrass,63,0.08554175368502656,0.7808954498445306,4380,0.8098173515981735
allsites,PhenoGrass,64,0.09560146853526284,0.804053112111879,4380,0.8098173515981735
allsites,PhenoGrass,65,0.09159726302522014,0.639692628101845,4380,0.7707762557077625
allsites,PhenoGrass,66,0.14003958154316037,-0.04574992287782531,4380,0.8098173515981735
allsites,PhenoGrass,67,0.10860652796715693,0.7487670482727686,4380,0.8262557077625571
allsites,PhenoGrass,68,0.19479280854397926,-3.1422155090036465,4380,0.8255707762557077
allsites,PhenoGrass,69,0.10062763639991014,-0.06987433676698118,4380,0.8255707762557077
allsites,PhenoGrass,70,0.1521263089454676,0.006444175049158396,4380,0.8255707762557077
allsites,PhenoGrass,71,0.12443640132792877,-0.012012158087190583,4380,0.8098173515981735
allsites,PhenoGrass,73,0.14165691657353066,0.3436662436797846,4380,0.8098173515981735
allsites,PhenoGrass,74,0.08070695618477985,0.8760635014787667,4380,0.6123287671232877
allsites,PhenoGrass,76,0.15833647126975847,0.4190642810999844,4380,0.7148401826484019
allsites,PhenoGrass,77,0.0778661220358931,0.18449654368180368,4380,0.6335616438356164
allsites,PhenoGrass,78,0.0539896319294092,0.691716170023452,4380,0.6315068493150685
allsites,PhenoGrass,79,0.3358646114498865,-1.1159984294692142,4380,0.5255707762557078
allsites,PhenoGrass,80,0.09919652865127998,0.8451382156180317,4380,0.7296803652968037
allsites,PhenoGrass,81,0.21628392597918789,-0.28050866173961175,4380,0.4271689497716895
allsites,PhenoGrass,92,0.09705627945496459,0.7677365719286744,4380,0.6997716894977168
allsites,PhenoGrass,95,0.15401565150509866,0.6743851018370918,4380,0.7059360730593607
allsites,PhenoGrass,96,0.20212008211296886,0.26952786807284745,4380,0.7481735159817352
allsites,PhenoGrass,97,0.09308741721674066,0.41260550893898995,4380,0.4166666666666667
allsites,PhenoGrass,98,0.08497510455931909,0.5240962228946515,4380,0.4166666666666667
allsites,PhenoGrass,99,0.16438659148334464,0.008687659195510178,4380,0.4166666666666667
allsites,PhenoGrass,100,0.19742473355828108,-0.051824463810706156,4380,0.4237442922374429
allsites,PhenoGrass,101,0.2003656914670887,-0.6677829012553729,4380,0.541095890410959
allsites,PhenoGrass,103,0.16326363754111972,0.5076891344072507,4380,0.4166666666666667
allsites,PhenoGrass,104,0.18828427842103374,0.5352813749424308,4380,0.45228310502283103
allsites,PhenoGrass,105,0.15373398665803825,0.6290988817328955,4380,0.4166666666666667
allsites,PhenoGrass,106,0.16527202034733507,0.6137098508927435,4380,0.4166666666666667
allsites,PhenoGrass,107,0.10989559020576387,0.798269629235864,4380,0.7038812785388128
allsites,PhenoGrass,108,0.13772116202811371,0.7169823901368059,4380,0.4963470319634703
allsites,PhenoGrass,109,0.1903016281874389,-0.12493843554876549,4380,0.4166666666666667
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,2,0.39908996073893166,-1.5527683247148154,4380,0.8029680365296804
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,3,0.343209953081489,-1.857126945414254,4380,0.7605022831050229
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,4,0.4043799414412898,-2.35048566584492,4380,0.7598173515981735
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,5,0.3851620610435973,-1.8575527103158405,4380,0.7605022831050229
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,6,0.34676911447401104,-1.2568567557970902,4380,0.7591324200913242
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,25,0.3641839583702091,-1.1337908227650368,4380,0.70662100456621
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,26,0.28811462126866877,-0.31174472738418,4380,0.6860730593607306
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,27,0.28826871327534626,-0.3598391924708986,4380,0.6860730593607306
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,38,0.2951972735288324,-0.48871127107281653,4380,0.5952054794520548
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,39,0.26296006211761336,-0.4565031300125506,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,40,0.26315810005190104,-0.9267487628921764,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,41,0.27335620828066964,-1.1702719137446445,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,42,0.2666803486468905,-0.7266879056648305,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,43,0.3179593109105856,-0.9619102172002458,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,51,0.3132027563079969,-0.5108847183852532,4380,0.7687214611872146
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,96,0.389482174509644,-1.4020600435079937,4380,0.7481735159817352
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,100,0.337010820345259,-1.6794607549087028,4380,0.4237442922374429
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,103,0.3022042849350135,-0.4814667508684267,4380,0.4166666666666667
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,104,0.3594661986779173,-0.48767569933218957,4380,0.45228310502283103
ecoregion-vegtype_ETempForests_AG,NaiveMAPCorrected,106,0.34216047100006164,-0.45413530936714586,4380,0.4166666666666667
ecoregion-vegtype_ETempForests_AG,PhenoGrass,2,0.09876148322469602,0.6684452006515144,4380,0.8029680365296804
ecoregion-vegtype_ETempForests_AG,PhenoGrass,3,0.11201463398095247,0.3528920333210188,4380,0.7605022831050229
ecoregion-vegtype_ETempForests_AG,PhenoGrass,4,0.13680754743458426,0.18495596683822424,4380,0.7598173515981735
ecoregion-vegtype_ETempForests_AG,PhenoGrass,5,0.11774330802463336,0.4326810337976098,4380,0.7605022831050229
ecoregion-vegtype_ETempForests_AG,PhenoGrass,6,0.16547493004939615,-0.12461722111480333,4380,0.7591324200913242
ecoregion-vegtype_ETempForests_AG,PhenoGrass,25,0.1443008275525795,0.18475312901126073,4380,0.70662100456621
ecoregion-vegtype_ETempForests_AG,PhenoGrass,26,0.09462244631338466,0.6949577870348776,4380,0.6860730593607306
ecoregion-vegtype_ETempForests_AG,PhenoGrass,27,0.10875306337154295,0.582719200425855,4380,0.6860730593607306
ecoregion-vegtype_ETempForests_AG,PhenoGrass,38,0.06486687150698103,0.8207316434519846,4380,0.5952054794520548
ecoregion-vegtype_ETempForests_AG,PhenoGrass,39,0.06274738147942092,0.7931788312152372,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,PhenoGrass,40,0.1329668815267603,-0.22673430538522354,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,PhenoGrass,41,0.12647753491905622,-0.15865726981945683,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,PhenoGrass,42,0.10622922478094728,0.31673089759871964,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,PhenoGrass,43,0.15495172779121572,-0.16198579897137488,4380,0.6908675799086758
ecoregion-vegtype_ETempForests_AG,PhenoGrass,51,0.11485491248770857,0.5640544210801548,4380,0.7687214611872146
ecoregion-vegtype_ETempForests_AG,PhenoGrass,96,0.18567058977343545,-0.24478404704073697,4380,0.7481735159817352
ecoregion-vegtype_ETempForests_AG,PhenoGrass,100,0.145280779317028,-0.22126031230908128,4380,0.4237442922374429
ecoregion-vegtype_ETempForests_AG,PhenoGrass,103,0.07229576124530748,0.7973677466333147,4380,0.4166666666666667
ecoregion-vegtype_ETempForests_AG,PhenoGrass,104,0.10530788085274148,0.6948550910872178,4380,0.45228310502283103
ecoregion-vegtype_ETempForests_AG,PhenoGrass,106,0.10545086986795398,0.669905936444283,4380,0.4166666666666667
ecoregion-vegtype_ETempForests_GR,NaiveMAPCorrected,9,0.24261271847732918,-0.8868514677923709,4380,0.5529680365296804
ecoregion-vegtype_ETempForests_GR,NaiveMAPCorrected,60,0.2712524115823673,-1.365661121657622,4380,0.8091324200913242
ecoregion-vegtype_ETempForests_GR,NaiveMAPCorrected,80,0.2891980553362787,-1.2733182863694332,4380,0.7296803652968037
ecoregion-vegtype_ETempForests_GR,NaiveMAPCorrected,95,0.24741233863559828,-0.7038096331323402,4380,0.7059360730593607
ecoregion-vegtype_ETempForests_GR,NaiveMAPCorrected,105,0.22831845140054222,-0.7276377152525872,4380,0.4166666666666667
ecoregion-vegtype_ETempForests_GR,NaiveMAPCorrected,108,0.23580932807297297,-0.876810704022916,4380,0.4963470319634703
ecoregion-vegtype_ETempForests_GR,PhenoGrass,9,0.06043124281145884,0.8713789664002826,4380,0.5529680365296804
ecoregion-vegtype_ETempForests_GR,PhenoGrass,60,0.0741641578048691,0.8074483144908449,4380,0.8091324200913242
ecoregion-vegtype_ETempForests_GR,PhenoGrass,80,0.056656424070028355,0.9060412779411275,4380,0.7296803652968037
ecoregion-vegtype_ETempForests_GR,PhenoGrass,95,0.0936173414813754,0.7325916393039188,4380,0.7059360730593607
ecoregion-vegtype_ETempForests_GR,PhenoGrass,105,0.0837103215630967,0.744341586693481,4380,0.4166666666666667
ecoregion-vegtype_ETempForests_GR,PhenoGrass,108,0.06518986300035312,0.8409914849080153,4380,0.4963470319634703
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,7,0.3575180922704472,-0.7273424864894904,4380,0.708675799086758
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,12,0.1913392726283293,-0.1872697350076189,4380,0.7611872146118721
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,20,0.3838440567554225,-3.2877979414793552,4380,0.7073059360730594
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,49,0.2843917986224357,-0.5343195490297659,4380,0.7052511415525115
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,50,0.27535459177924654,-0.5668710544456186,4380,0.7550228310502283
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,53,0.3514980713732459,-0.37777272953219665,4380,0.7735159817351598
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,54,0.3535658520150086,-0.44768021260794844,4380,0.7735159817351598
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,55,0.3579365881347077,-0.49741906094306443,4380,0.7735159817351598
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,56,0.44305940839132385,-1.5620389230675307,4380,0.7742009132420091
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,61,0.2939711835325079,-0.5172843472064577,4380,0.7584474885844749
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,66,0.1998287329608563,-0.1849571867480928,4380,0.8098173515981735
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,76,0.3123213720084909,-0.5893522659798085,4380,0.7148401826484019
ecoregion-vegtype_GrPlains_AG,NaiveMAPCorrected,81,0.3463614593314696,-1.3384544160517389,4380,0.4271689497716895
ecoregion-vegtype_GrPlains_AG,PhenoGrass,7,0.1707549614285068,0.5833123155328256,4380,0.708675799086758
ecoregion-vegtype_GrPlains_AG,PhenoGrass,12,0.12980774732669964,0.40159821182306565,4380,0.7611872146118721
ecoregion-vegtype_GrPlains_AG,PhenoGrass,20,0.28561882154497703,-1.4601908107759352,4380,0.7073059360730594
ecoregion-vegtype_GrPlains_AG,PhenoGrass,49,0.14879301106713164,0.5469483010732414,4380,0.7052511415525115
ecoregion-vegtype_GrPlains_AG,PhenoGrass,50,0.15999275273796967,0.42945194588446167,4380,0.7550228310502283
ecoregion-vegtype_GrPlains_AG,PhenoGrass,53,0.15322611415853435,0.7251838470985734,4380,0.7735159817351598
ecoregion-vegtype_GrPlains_AG,PhenoGrass,54,0.15726318880164322,0.6993708044199944,4380,0.7735159817351598
ecoregion-vegtype_GrPlains_AG,PhenoGrass,55,0.15511759945404624,0.7049085424837132,4380,0.7735159817351598
ecoregion-vegtype_GrPlains_AG,PhenoGrass,56,0.2620312724887528,0.05912367889984382,4380,0.7742009132420091
ecoregion-vegtype_GrPlains_AG,PhenoGrass,61,0.27624518490393074,-0.3959522637051516,4380,0.7584474885844749
ecoregion-vegtype_GrPlains_AG,PhenoGrass,66,0.14671396045437335,0.3084650186463439,4380,0.8098173515981735
ecoregion-vegtype_GrPlains_AG,PhenoGrass,76,0.15924540433524073,0.5676672451665252,4380,0.7148401826484019
ecoregion-vegtype_GrPlains_AG,PhenoGrass,81,0.30081757754335586,-0.8424053130383558,4380,0.4271689497716895
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,13,0.07385653316678953,-0.450800176408539,4380,0.7611872146118721
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,14,0.07004321523722282,-0.3608514880942004,4380,0.7577625570776255
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,15,0.10733989521106287,-1.7047690415017938,4380,0.6908675799086758
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,36,0.24326674711422328,-1.3728419222726376,4380,0.4730593607305936
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,46,0.22675330157508178,-1.3809498176489252,4380,0.4166666666666667
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,47,0.11063068475817245,-1.059962177475176,4380,0.4166666666666667
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,52,0.26371250046390154,-2.181673388837054,4380,0.45730593607305936
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,62,0.19300266363728827,-1.013970235943419,4380,0.8255707762557077
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,63,0.12482996246598482,-0.6451119388978499,4380,0.8098173515981735
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,64,0.14160573846079072,-0.7021242145942459,4380,0.8098173515981735
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,65,0.08924099054517956,-0.4767677371593335,4380,0.7707762557077625
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,67,0.1913277591879784,-1.1538839159921475,4380,0.8262557077625571
ecoregion-vegtype_GrPlains_GR,NaiveMAPCorrected,74,0.16277411059798694,-0.7546417973780764,4380,0.6123287671232877
